logo,name,lastname,body,product,quantity,price
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-1-1.png" alt="" class="wp-image-57"/></figure>,kumarjeet,patel,Congratulations on your order! We're as excited as you are at PayPal.,Bitcoin(BTC),0.025,$399.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-3-1.png" alt="" class="wp-image-61"/></figure>,Patricia,Barnes,Your order has been successfully placed. We appreciate your trust in PayPal.,BTC-Bitcon,0.025,$152.43 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-2.png" alt="" class="wp-image-52"/></figure>,oishael,Taylor,Congratulations on your purchase through PayPal. Your order is on its way!,BTC-Bitcon,0.025,$455.54 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-6.png" alt="" class="wp-image-73"/></figure>,Brian,Lieberman,Thank you for your purchase through PayPal. Your order is confirmed and on its way!,(BTC)Bitcoin,0.025,$455.54 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-4-1.png" alt="" class="wp-image-37"/></figure>,Sutton,Carpenter,Your order with PayPal is confirmed. We hope you're eagerly awaiting its arrival!,BTC/Bitcoin,0.025,$455.54 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-1.png" alt="" class="wp-image-19"/></figure>,Mia,Kelly,We're thrilled to have received your order through PayPal. Thank you for your business!,(Bitcoin)BTC,0.025,$156.98 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-7-1.png" alt="" class="wp-image-49"/></figure>,David,Bowen,Thank you for placing your order with PayPal. We're thrilled to serve you.,BTC(Bitcoin),0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-4-1.png" alt="" class="wp-image-67"/></figure>,Lucas,Johnson,Congratulations on your order! We're as excited as you are at PayPal.,(BTC)Bitcoin,0.025,$220.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-2.png" alt="" class="wp-image-64"/></figure>,Joan,Cohlan,Your order has been successfully placed with PayPal. Get ready for a great shopping experience!,Bitcoin(BTC),0.025,$399.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-5-1.png" alt="" class="wp-image-70"/></figure>,Nikki,Evans,Thank you for placing your order with PayPal. We're thrilled to serve you.,Bitcoin(BTC),0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-4-1.png" alt="" class="wp-image-37"/></figure>,Angel,Louallen,We appreciate your purchase through PayPal. Get ready for an amazing shopping experience!,BTC,0.025,$458.33 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-4-1.png" alt="" class="wp-image-37"/></figure>,Jorge,Pulido,Congratulations on your order! We're as excited as you are at PayPal.,BTC,0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-3-1.png" alt="" class="wp-image-61"/></figure>,Carrie,West,Your order with PayPal is confirmed. We hope you're eagerly awaiting its arrival!,BTC-Bitcon,0.025,$548.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-5-1.png" alt="" class="wp-image-70"/></figure>,Deborah,martin,Congratulations! Your order is confirmed and in progress with PayPal.,BTC/Bitcoin,0.025,$156.98 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-3-1.png" alt="" class="wp-image-34"/></figure>,Melanie,Langdon,We're excited to fulfill your order. Thank you for trusting PayPal.,Bitcoin(BTC),0.025,$220.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-3-1.png" alt="" class="wp-image-34"/></figure>,Nichole,Ament,We're thrilled to have received your order through PayPal. Thank you for your business!,BTC(Bitcoin),0.025,$156.98 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-1-1.png" alt="" class="wp-image-57"/></figure>,Robert,Wasson,Your order has been successfully placed with PayPal. Get ready for a great shopping experience!,BTC(Bitcoin),0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-2.png" alt="" class="wp-image-64"/></figure>,keiha,wright,Your order has been successfully placed. We appreciate your trust in PayPal.,BTC(Bitcoin),0.025,$253.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-2.png" alt="" class="wp-image-52"/></figure>,johan,Barrera,Thank you for choosing PayPal! Your order has been successfully placed. We can't wait for you to receive it!,BTC-Bitcon,0.025,$154.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-7-1.png" alt="" class="wp-image-49"/></figure>,Taysa,Davis,Congratulations on your order! We're as excited as you are at PayPal.,Bitcoin(BTC),0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-4-1.png" alt="" class="wp-image-37"/></figure>,Michael,Baranco,Thank you for choosing PayPal. Your order is confirmed and on its way!,Bitcoin(BTC),0.025,$399.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-4-1.png" alt="" class="wp-image-67"/></figure>,Michael,Finley,Your order has been successfully placed. We appreciate your trust in PayPal.,BTC-Bitcon,0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-2.png" alt="" class="wp-image-52"/></figure>,Amanda,Fross,We appreciate your business. Your order has been successfully processed through PayPal.,(Bitcoin)BTC,0.025,$548.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-1.png" alt="" class="wp-image-40"/></figure>,Robert,Pyryl,We appreciate your purchase through PayPal. Get ready for an amazing shopping experience!,BTC-Bitcon,0.025,$458.33 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,Timothy,Massey,Thank you for your order. We're grateful for your business and excited to fulfill it.,Bitcoin(BTC),0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-1.png" alt="" class="wp-image-40"/></figure>,Josh,Berry,Thank you for placing your order. We're excited to fulfill it with PayPal.,BTC-Bitcon,0.025,$152.43 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-5-1.png" alt="" class="wp-image-70"/></figure>,Garret,Lake,Thank you for placing your order with PayPal. We're as excited as you are!,BTC(Bitcoin),0.025,$399.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,aaron,horinek,We're thrilled to have received your order through PayPal. Thank you for your business!,BTC/Bitcoin,0.025,$253.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-5-1.png" alt="" class="wp-image-70"/></figure>,kim,ludwig,We're excited to fulfill your order. Thank you for trusting PayPal.,BTC/Bitcoin,0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-4-1.png" alt="" class="wp-image-67"/></figure>,Gary,Wilson,We appreciate your order through PayPal. Get ready for a fantastic shopping experience!,(Bitcoin)BTC,0.025,$156.98 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-1-1.png" alt="" class="wp-image-57"/></figure>,kelly,hatfield,Congratulations on your order! We're as excited as you are at PayPal.,BTC(Bitcoin),0.025,$253.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-7-1.png" alt="" class="wp-image-49"/></figure>,Joseph,Fricks,We're excited to fulfill your order. Thank you for trusting PayPal.,BTC/Bitcoin,0.025,$152.43 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-3-1.png" alt="" class="wp-image-61"/></figure>,John,May,Congratulations! Your order is confirmed and in progress with PayPal.,(BTC)Bitcoin,0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-1.png" alt="" class="wp-image-40"/></figure>,Christie,Wagner,Congratulations on your order! We're as excited as you are at PayPal.,Bitcoin/BTC,0.025,$399.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-2.png" alt="" class="wp-image-64"/></figure>,Jack,kirsten,We're delighted to have received your order. Thank you for choosing PayPal!,BTC,0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-7-1.png" alt="" class="wp-image-49"/></figure>,Amy,Hines,Thank you for your order. We're grateful for your business and excited to fulfill it.,Bitcoin(BTC),0.025,$154.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-4-1.png" alt="" class="wp-image-67"/></figure>,Helenarose,Funes,Your order is in good hands with PayPal. We appreciate your business and can't wait to deliver your purchase.,BTC-Bitcon,0.025,$253.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-3-1.png" alt="" class="wp-image-61"/></figure>,Laurie,Miechowicz,We're delighted to have received your order. Thank you for choosing PayPal!,BTC-Bitcon,0.025,$156.98 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-3-1.png" alt="" class="wp-image-34"/></figure>,Adriana,Molina,We're thrilled to have processed your order successfully. Get ready for an amazing shopping experience!,BTC,0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-6-1.png" alt="" class="wp-image-46"/></figure>,sarah,stachovak,We appreciate your purchase through PayPal. Get ready for an amazing shopping experience!,(BTC)Bitcoin,0.025,$253.11 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-1-1.png" alt="" class="wp-image-57"/></figure>,Tyler,Sklov,We appreciate your order through PayPal. Get ready for a fantastic shopping experience!,BTC(Bitcoin),0.025,$154.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-1.png" alt="" class="wp-image-19"/></figure>,Aryn,Peiper,Thank you for placing your order with PayPal. We're thrilled to serve you.,(Bitcoin)BTC,0.025,$152.43 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-5-1.png" alt="" class="wp-image-70"/></figure>,Kelsea Ann,Linderman,Thank you for choosing PayPal. Your order has been received and is being processed.,Bitcoin(BTC),0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-5-1.png" alt="" class="wp-image-70"/></figure>,Dennis,Burton,Your order has been successfully placed with PayPal. Get ready for a great shopping experience!,Bitcoin(BTC),0.025,$220.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-5-1.png" alt="" class="wp-image-70"/></figure>,Lauren,Montanino,Congratulations on your order! We're as excited as you are at PayPal.,Bitcoin(BTC),0.025,$548.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-2.png" alt="" class="wp-image-43"/></figure>,Daniel,Webb,We're excited to fulfill your order. Thank you for trusting PayPal.,BTC,0.025,$154.66 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-1.png" alt="" class="wp-image-40"/></figure>,Kimberly,Allen,Thank you for placing your order with PayPal. We're thrilled to serve you.,(BTC)Bitcoin,0.025,$156.98 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-1.png" alt="" class="wp-image-40"/></figure>,Lindsay,Wolff,We're excited to fulfill your order. Thank you for trusting PayPal.,(Bitcoin)BTC,0.025,$450.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-6.png" alt="" class="wp-image-73"/></figure>,ESTHER,TEPAIT,Thank you for placing your order. We're excited to fulfill it with PayPal.,(BTC)Bitcoin,0.025,$152.35 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/download-5-1.png" alt="" class="wp-image-40"/></figure>,Holly,Brock,Thank you for choosing PayPal. Your order has been received and is being processed.,BTC-Bitcon,0.025,$220.76 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-4-1.png" alt="" class="wp-image-67"/></figure>,Lauren,Frank,Congratulations! Your order is confirmed and in progress with PayPal.,(Bitcoin)BTC,0.025,$451.65 
<figure class="wp-block-image size-full"><img src="https://gift2card.com/wp-content/uploads/2023/07/images-4-1.png" alt="" class="wp-image-67"/></figure>,Mikaela,Pizano,Congratulations on your purchase! Thank you for choosing PayPal as your payment provider.,(Bitcoin)BTC,0.025,$399.11 
